"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"just wanna",0,1,0,3,5,6,3,3,3,1,3,3,2,5,0,5,7,5
"just want",4,10,6,12,5,4,12,1,7,5,10,5,8,5,3,7,11,7
"just want know",1,0,2,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0
"just want let",0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0
"just want say",0,0,0,1,0,0,0,0,1,0,3,0,1,0,0,0,1,0
"just want tell",0,1,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0
"just watch",0,1,2,2,4,2,0,0,0,0,0,1,0,1,0,0,1,0
"just way",0,1,1,2,0,0,0,1,0,0,0,3,3,0,0,2,0,1
"just well",0,0,2,1,3,2,1,1,0,0,0,2,0,1,0,0,0,1
"just went",0,2,0,0,0,0,0,1,1,0,2,0,1,0,1,1,1,0
"just wonder",0,1,0,0,2,3,0,3,0,0,0,1,0,1,0,2,1,2
"just wont",2,1,0,3,0,0,0,0,2,1,0,2,1,0,0,0,0,0
"just work",0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,2,1
"justic",0,2,0,0,2,0,0,0,0,0,5,0,1,4,1,0,1,0
"justifi",0,1,0,0,0,3,0,0,0,0,1,0,1,0,0,1,0,0
"justin",0,0,0,0,0,0,1,5,2,0,0,1,0,2,1,0,0,1
"juvenil",0,1,0,6,0,0,2,7,0,0,0,0,2,0,0,0,0,0
"kansa",0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
"kay",2,3,2,1,0,1,0,1,3,3,1,1,1,5,2,4,1,1
"keep",24,39,35,39,31,52,34,26,38,29,29,29,46,37,25,28,31,20
"keep come",0,0,1,1,0,1,0,1,0,0,0,0,2,1,0,0,1,0
"keep eye",0,3,1,2,1,0,0,2,0,1,0,0,3,0,2,0,2,1
"keep get",1,1,1,0,1,1,6,0,2,0,0,1,1,1,1,4,2,0
"keep go",2,0,0,0,0,5,3,1,0,1,0,0,0,3,2,1,0,1
"keep hand",2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"keep look",1,1,2,2,0,1,1,0,0,2,0,0,0,0,0,1,0,0
"keep make",0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,1
"keep mouth",0,0,1,0,1,1,0,1,0,1,1,0,0,2,1,1,0,0
"keep mouth shut",0,0,1,0,1,1,0,1,0,1,1,0,0,2,1,1,0,0
"keep peopl",0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,1
"keep play",0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0
"keep quiet",2,1,2,0,0,0,1,0,1,1,2,0,1,0,0,0,1,1
"keep tri",0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"keep us",0,0,0,0,2,2,0,1,2,1,1,1,0,0,0,0,2,1
"keep watch",1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
"keep work",0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1
"keeper",2,0,0,49,0,0,0,0,0,0,2,0,1,0,2,0,0,0
"keepin",0,0,1,1,0,2,0,0,0,1,0,0,1,0,1,0,2,0
"kelli",0,0,3,2,0,0,0,11,9,2,5,1,1,0,1,1,0,1
"ken",2,0,0,0,0,1,2,0,1,0,0,1,6,0,1,0,0,0
"kenni",92,116,95,137,75,125,31,21,94,13,30,40,48,50,27,39,35,35
"kenni bastard",14,12,6,3,2,0,1,1,3,1,0,0,0,1,0,4,0,0
"kenni cant",1,2,0,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0
"kenni come",1,1,1,4,0,0,0,1,0,0,0,0,0,1,1,0,0,2
"kenni dad",2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"kenni didnt",0,1,1,0,1,3,0,0,2,0,1,0,0,0,0,0,0,0
"kenni dont",0,2,3,2,3,1,1,0,1,0,0,0,3,0,1,2,0,1
"kenni dude",0,0,0,0,0,2,0,0,0,0,0,1,0,2,1,0,1,0
"kenni fuck",0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
"kenni get",2,2,2,3,0,0,0,0,2,1,0,1,1,0,0,0,1,0
"kenni go",1,4,2,4,1,1,0,1,2,0,0,2,0,1,0,0,0,0
"kenni gonna",2,1,2,1,1,2,0,0,0,0,2,0,1,0,0,0,0,0
"kenni got",0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0
"kenni guy",0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,0
"kenni hell",0,1,0,1,0,1,0,1,0,0,0,1,1,3,0,0,0,0
"kenni hey",0,0,4,2,1,2,0,1,0,0,0,0,1,1,0,0,0,1
"kenni hous",0,9,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0
"kenni im",2,1,0,0,5,0,1,0,0,0,0,1,1,1,0,2,1,0
"kenni just",0,2,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
"kenni kenni",3,3,1,5,1,11,0,0,8,0,0,3,2,3,3,2,0,1
"kenni kill",1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"kenni know",0,1,0,2,0,2,0,0,0,0,1,2,1,0,0,0,0,1
"kenni let",1,0,1,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0
"kenni like",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
"kenni mccormick",1,1,4,5,2,2,0,0,5,0,1,0,0,0,1,2,0,1
"kenni need",1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"kenni now",1,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0
"kenni oh",2,1,1,4,2,2,0,0,0,0,0,0,2,1,1,0,0,0
"kenni okay",2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
"kenni right",0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0
"kenni said",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"kenni say",1,1,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0
"kenni still",1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"kenni think",0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"kenni will",0,0,2,1,0,0,2,0,2,0,2,0,0,0,0,1,0,0
"kenni yeah",1,2,2,2,0,1,0,0,1,0,0,1,0,0,0,1,0,2
"kentucki",0,0,0,0,0,0,0,3,1,2,0,0,0,3,2,0,0,0
"kentucki fri",0,0,0,0,0,0,0,1,1,2,0,0,0,2,2,0,0,0
"kentucki fri chicken",0,0,0,0,0,0,0,1,1,2,0,0,0,2,2,0,0,0
"kept",2,3,2,2,5,4,2,1,9,4,8,2,1,4,3,1,0,1
"kevin",1,7,2,3,3,3,1,2,3,0,1,0,8,7,1,3,0,0
"kewl",1,0,0,2,1,1,1,0,0,0,2,0,1,3,4,4,5,1
"key",0,1,3,2,3,5,1,6,2,0,6,7,2,3,2,3,3,1
"kick",52,33,30,20,13,13,23,8,6,4,8,8,12,10,1,6,11,6
"kick ass",30,15,17,7,6,7,11,7,4,1,0,6,6,1,0,0,3,0
"kick ass oh",1,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"kick nut",9,4,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0
"kickass",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"kid",80,94,111,147,110,103,96,83,98,59,70,120,63,53,81,63,58,36
"kid call",0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,0
"kid can",1,2,2,4,0,2,5,2,4,0,0,1,0,0,0,1,2,0
"kid cant",0,1,1,1,0,1,0,0,1,0,1,0,0,0,2,1,0,0
"kid come",1,2,2,3,1,0,0,1,1,1,0,0,1,1,0,1,1,1
"kid didnt",1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"kid dont",0,1,1,3,6,2,4,2,1,1,1,1,0,0,3,0,0,3
"kid dude",0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1
"kid get",2,0,2,2,0,3,0,3,1,1,1,2,0,0,0,3,0,2
"kid give",0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
"kid go",2,0,1,7,2,3,1,0,0,0,0,2,0,0,0,0,0,0
"kid gonna",1,0,3,1,0,1,2,0,2,0,1,2,0,0,1,1,0,1
"kid good",0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0
"kid hell",0,0,1,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0
"kid hey",0,1,1,1,1,0,1,0,0,1,1,3,1,1,0,0,0,0
"kid im",2,4,2,2,1,2,0,1,3,1,1,3,0,1,0,0,0,0
"kid ive",1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0
"kid just",2,1,1,2,2,1,2,2,3,2,1,2,1,1,2,1,0,0
"kid kid",0,0,1,0,0,0,1,1,0,3,0,2,0,0,0,2,0,0
"kid know",1,1,1,1,1,2,1,0,1,0,0,1,1,0,0,0,0,1
"kid let",0,1,5,0,1,1,1,2,1,0,1,1,0,1,0,0,0,0
"kid like",1,2,4,2,0,1,1,0,0,1,0,0,2,0,1,1,4,1
"kid littl",0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,0,0,1
"kid look",1,0,1,2,0,1,0,0,2,1,0,1,0,0,0,0,0,0
"kid make",1,0,1,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0
"kid must",0,3,1,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0
"kid name",0,0,0,1,2,0,0,2,0,0,0,0,1,1,1,0,0,0
"kid need",1,1,0,2,0,2,1,0,2,2,2,3,1,0,2,0,1,0
"kid never",1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"kid now",0,1,2,1,1,2,1,1,2,1,0,4,0,1,0,0,1,1
"kid oh",0,1,2,2,2,2,0,0,0,0,1,1,1,1,0,1,0,0
"kid play",1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,2,2,0
"kid realli",0,1,1,1,1,1,1,1,1,2,0,2,1,0,0,0,0,0
"kid right",0,0,0,1,0,2,1,0,2,0,2,1,0,1,0,0,1,0
"kid say",1,1,0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0
"kid school",2,0,2,1,4,3,2,3,3,0,1,14,1,1,18,2,0,2
"kid see",1,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0
"kid someth",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"kid theyr",0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,2,0
"kid think",0,0,0,3,1,1,0,0,1,1,0,1,0,1,0,1,1,0
"kid time",0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1
"kid today",0,0,0,1,0,0,0,0,0,0,2,0,4,0,1,0,0,1
"kid town",2,1,1,1,3,1,0,2,0,0,0,0,0,1,0,0,0,0
"kid tri",0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
"kid uh",0,1,1,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0
"kid wanna",0,0,1,2,1,0,0,1,0,0,2,1,0,0,0,0,1,0
"kid want",1,0,0,0,1,0,2,2,0,0,2,1,0,0,2,0,4,0
"kid watch",2,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1
"kid well",1,0,3,2,2,2,4,1,2,2,0,0,0,0,0,1,1,0
"kid world",0,0,1,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0
"kid yeah",3,0,2,4,1,1,1,0,0,0,1,0,0,0,1,1,1,1
"kid yes",1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"kidnap",2,4,0,0,0,0,0,0,2,0,1,0,0,1,5,0,0,0
"kidney",1,1,0,20,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"kill",81,73,45,47,46,51,44,59,32,66,25,41,35,50,38,40,17,16
"kill dont",1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0
"kill everi",0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
"kill everyon",0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
"kill go",1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
"kill guy",3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"kill im",1,0,0,1,2,0,0,1,0,1,0,0,1,0,0,2,0,0
"kill kenni",15,14,7,12,4,0,1,1,5,1,0,1,1,1,0,6,0,0
"kill kenni bastard",13,12,6,3,2,0,1,1,3,1,0,0,0,1,0,4,0,0
"kill kill",0,1,0,0,2,0,0,3,0,2,0,0,2,1,0,1,0,0
"kill mom",1,2,0,0,0,0,0,1,0,7,0,0,0,0,0,0,3,0
"kill now",1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
"kill oh",0,3,0,1,2,0,0,0,1,2,0,1,0,1,1,0,0,0
"kill one",0,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0
"kill peopl",0,2,1,0,1,2,1,1,0,1,0,4,0,0,2,0,0,1
"kill time",2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1
"kill us",0,2,2,0,2,2,0,5,2,7,1,2,1,0,2,0,1,1
"kill well",2,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0
"kill yeah",0,1,1,4,1,1,0,2,0,1,0,0,0,0,0,0,0,0
"killer",4,13,1,1,3,1,2,26,3,2,0,2,1,1,2,1,0,0
"killin",0,2,1,0,0,0,2,0,1,1,1,0,0,0,1,0,0,0
"kim",0,0,1,0,0,2,0,2,5,0,1,0,0,2,3,0,12,0
"kind",21,32,40,39,18,33,30,28,17,22,24,16,33,17,38,36,14,35
"kind gay",0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
"kind like",0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,2
"kind look",2,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"kind look like",2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"kind money",0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
"kind person",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
"kind thing",1,0,1,2,0,0,0,0,0,0,2,0,2,0,2,1,1,0
"kinda",4,5,7,5,2,7,8,4,1,0,2,3,2,5,3,3,0,2
"kindergarten",0,0,0,11,3,1,0,1,0,5,0,0,0,0,0,0,0,0
"king",4,5,1,4,9,3,0,2,1,1,2,1,2,2,7,6,11,1
"kingdom",0,0,1,0,0,4,0,0,3,0,1,0,1,0,0,0,4,0
"kiss",8,13,8,10,3,11,4,0,6,2,5,3,46,2,5,3,3,1
"kiss ass",2,2,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"kit",1,0,1,0,0,0,0,0,0,1,0,0,11,0,1,0,0,0
"kitchen",2,0,3,0,2,2,15,0,0,1,0,7,2,3,1,2,0,0
"kitti",13,12,24,0,1,2,0,0,1,2,0,9,0,0,0,14,0,0
"knee",0,0,2,1,3,3,1,1,7,1,1,0,4,1,2,0,1,1
"knew",9,15,15,13,17,20,13,10,13,14,17,9,11,9,12,6,10,7
"knew didnt",0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"knew knew",0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0
"knew wouldnt",0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"knife",1,1,4,1,0,0,1,2,0,0,0,0,0,0,0,1,1,2
"knight",0,2,1,0,6,0,0,0,1,2,2,0,0,0,2,0,0,0
"knock",5,4,4,7,0,2,7,3,4,3,3,3,2,0,3,7,1,0
"know",153,239,272,273,196,224,192,169,212,162,201,183,229,187,198,194,149,185
"know actual",0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"know ah",0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0
"know alway",0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
"know answer",0,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"know anyth",0,7,1,3,4,2,1,4,2,1,6,1,1,2,0,1,2,0
"know believ",0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,1,0,0
"know better",0,4,0,1,0,1,1,1,1,1,0,0,0,0,0,3,0,1
"know boy",1,1,0,1,1,1,0,0,2,0,2,0,0,0,0,0,0,0
"know butter",0,0,0,1,9,0,1,0,0,2,0,1,1,0,0,2,0,2
"know call",0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,1
"know can",3,0,1,4,5,5,4,6,8,1,3,0,8,5,2,1,2,3
"know cant",1,1,1,3,1,0,1,2,0,1,2,3,1,3,1,2,1,3
"know cartman",1,1,0,1,1,0,0,0,1,1,1,0,3,0,0,0,1,0
"know caus",1,2,3,0,1,0,0,0,2,0,0,2,2,2,0,1,0,0
"know come",2,1,2,1,1,0,0,0,0,3,0,1,1,2,0,0,1,1
"know dad",2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
"know deal",0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,2,0
"know didnt",1,1,0,1,3,0,1,1,1,0,0,0,2,0,2,1,0,1
"know difficult",0,0,2,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0
"know doesnt",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
"know dont",3,1,3,10,5,3,3,0,6,0,2,1,2,1,3,2,2,2
"know dont know",0,0,2,4,2,1,0,0,2,0,0,0,0,0,1,0,0,1
"know dont think",0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1
"know dude",2,1,4,5,2,2,0,2,1,2,1,0,0,0,4,1,2,1
"know els",0,2,0,3,1,4,0,0,1,2,1,1,0,1,2,1,3,0
"know eric",1,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
"know ever",0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0
"know everi",0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
"know everyon",0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,1,1
"know everyth",0,0,1,0,0,1,1,0,0,2,2,0,1,1,2,3,0,1
"know exact",0,0,2,0,0,0,3,0,2,0,3,0,0,0,0,0,0,1
"know feel",1,0,1,1,0,3,2,1,1,0,2,1,4,3,0,4,2,1
"know feel like",1,0,0,1,0,0,0,0,1,0,0,0,2,2,0,1,0,1
"know first",0,1,0,2,0,0,1,0,1,1,0,0,0,1,1,0,1,0
"know friend",1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"know fuck",0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,0
"know get",0,0,1,2,0,2,1,0,1,1,2,3,0,1,4,0,1,1
"know girl",0,1,0,1,0,0,0,0,3,0,0,1,2,0,0,0,1,0
"know go",1,1,0,1,2,0,1,2,0,2,2,1,2,3,3,0,1,4
"know gonna",0,2,0,5,0,1,1,1,3,0,1,0,1,0,0,0,0,0
"know good",0,0,1,1,0,2,1,0,0,0,0,0,1,1,4,0,0,1
"know got",0,0,1,0,2,2,1,0,2,2,0,0,1,0,1,2,0,1
"know guy",0,2,6,4,5,2,2,2,4,0,2,1,1,0,2,0,1,1
"know happen",0,2,2,0,1,1,4,0,0,1,2,1,2,2,2,1,2,0
"know hard",1,0,1,1,2,0,0,1,1,0,1,1,0,1,0,0,0,3
"know heard",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"know hell",2,0,2,1,1,1,0,1,1,0,0,0,0,1,0,0,2,1
"know hello",0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
"know hes",0,0,1,2,3,1,1,3,2,1,2,0,2,1,2,0,0,1
"know huh",0,0,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0
"know id",0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1
"know ill",1,1,1,2,2,0,1,0,0,0,2,2,1,0,1,0,0,1
"know im",5,5,7,10,4,7,1,2,10,12,8,8,11,7,4,5,4,7
"know im gonna",0,1,1,3,1,0,0,0,3,1,1,1,0,0,0,0,1,1
"know im just",0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,1,0,0
"know im talk",1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"know isnt",0,0,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"know ive",2,1,0,3,1,2,4,1,1,0,0,1,1,1,2,1,1,0
"know ive learn",1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"know just",2,2,5,5,2,4,4,4,4,6,4,3,8,3,2,7,2,7
"know kenni",0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"know kid",0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,2,0
"know kind",0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,0,0,1
"know know",2,4,4,3,2,3,2,5,3,1,3,1,3,3,4,2,0,3
"know kyle",1,0,0,3,1,0,2,1,1,1,2,2,2,0,1,2,1,1
"know learn",1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"know let",0,3,2,0,1,0,2,2,2,1,2,0,0,0,0,3,1,2
"know let go",0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,1
"know like",3,6,5,3,1,3,0,1,1,5,1,3,6,2,3,3,2,1
"know littl",1,2,3,0,1,1,0,0,0,0,3,1,3,0,1,2,0,1
"know look",0,0,0,0,2,1,0,1,0,1,0,1,3,0,0,0,1,1
"know lot",0,1,0,2,1,1,2,0,1,0,0,1,0,1,0,0,0,0
"know love",1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0
"know make",1,0,0,0,0,3,3,1,0,0,0,1,1,1,1,5,0,1
"know mani",0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
"know mayb",1,1,2,1,0,2,1,0,0,1,1,1,1,3,1,3,0,0
"know mean",3,5,2,6,1,4,5,2,1,1,2,4,2,3,1,1,3,7
"know might",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1
"know mom",1,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0
"know mr",2,1,0,0,0,0,0,1,0,2,0,1,1,0,0,1,0,0
"know much",1,1,0,1,2,1,0,0,0,0,3,0,1,2,0,0,1,2
"know must",2,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0
"know name",0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
"know need",0,1,0,2,0,2,0,1,0,0,2,1,1,0,0,0,0,0
"know never",1,2,0,0,0,3,1,0,0,0,1,0,0,0,2,0,0,0
"know nobodi",0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
"know noth",0,2,0,2,0,1,0,0,0,0,0,0,1,1,0,2,1,1
"know nothin",0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0
"know now",1,1,2,4,0,1,0,2,2,1,0,3,0,0,0,0,0,0
"know oh",0,4,4,4,1,4,1,1,0,0,1,1,1,1,0,3,0,1
"know okay",1,0,0,2,0,1,0,2,1,1,0,2,0,0,2,1,0,0
"know one",0,2,3,4,1,2,0,3,3,0,1,0,2,0,1,1,2,3
"know one thing",0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"know open",0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"know parent",0,0,0,0,2,1,1,1,1,0,0,0,1,0,1,0,0,0
"know peopl",1,2,3,0,2,0,2,2,3,1,1,0,3,4,0,3,2,2
"know place",0,0,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0
"know real",0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0
"know realli",1,1,2,0,1,2,0,0,0,1,2,2,3,1,0,3,0,3
"know right",2,0,3,2,1,4,3,1,3,2,2,3,1,1,3,8,1,1
"know right now",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"know said",0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,4
"know saw",0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
"know say",3,2,4,1,3,0,1,1,2,2,0,0,7,0,1,0,1,1
"know see",0,0,1,2,1,1,0,1,0,1,1,0,0,2,2,0,1,0
"know seem",1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0
"know shes",3,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0
"know somebodi",1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1
"know someth",1,1,0,3,0,1,1,0,2,0,1,0,0,0,1,1,0,1
"know sometim",0,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0
"know son",0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0
"know still",1,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"know stuff",0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1
"know sure",0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
"know take",0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0
"know talk",0,0,0,3,1,3,1,0,1,0,0,1,0,0,2,0,0,0
"know tell",0,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"know thank",0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
"know theyr",0,2,1,2,1,1,0,0,1,3,0,0,0,2,1,1,2,1
"know thing",1,1,1,0,0,3,1,0,2,0,0,1,0,0,0,0,0,0
"know think",7,6,3,5,3,6,5,0,3,4,5,3,2,2,2,4,3,1
"know think think",0,1,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0
"know time",0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3
"know told",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"know took",0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,1,1
"know tri",0,2,0,0,1,1,0,0,0,1,1,2,1,3,0,2,1,1
"know true",1,0,0,0,1,1,1,1,0,0,2,2,2,0,2,0,0,0
"know truth",0,0,0,0,0,0,1,0,1,1,0,0,2,0,4,1,5,0
"know two",0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"know uh",1,2,1,2,1,3,1,1,0,1,0,1,0,0,1,1,1,1
"know wanna",0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"know want",1,1,2,0,0,1,0,0,3,0,2,2,1,2,1,2,0,0
"know way",2,3,0,1,0,2,0,0,1,2,1,1,0,0,1,1,3,1
"know well",3,3,7,4,5,1,1,2,2,0,2,3,2,3,0,1,0,1
"know weve",0,0,0,2,0,1,0,0,1,0,0,4,0,1,0,0,0,0
"know whole",0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
"know will",0,1,1,1,0,1,1,1,0,2,3,2,0,1,0,1,0,1
"know work",0,1,0,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0
"know wrong",0,0,0,2,0,1,0,0,0,0,0,2,0,0,1,1,1,1
"know yeah",0,0,0,0,1,0,0,0,2,0,2,2,4,1,0,1,1,1
"know yes",0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0
"know yet",0,0,1,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0
"know youll",1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0
"know youv",0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,3
"known",1,3,7,5,2,2,5,1,2,1,2,3,8,3,5,2,2,2
"kosher",1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"kyle",100,77,82,118,129,83,144,87,94,134,183,83,66,68,100,147,103,51
