"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"dah",0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8
"daili",0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"damag",0,0,7,0,1,3,4,2,1,4,1,2,1,1,2,2,0,3
"dammit",21,20,7,7,1,1,9,9,5,2,4,0,4,10,4,0,0,0
"dammit im",1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"damn",58,55,28,20,15,12,13,10,10,14,15,43,15,3,6,18,9,16
"damn cartman",3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"damn dude",0,3,1,3,1,0,0,0,0,0,0,1,2,0,0,1,0,0
"damn hell",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"damn im",0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"damn just",0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"damn oh",1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
"damn right",0,1,1,4,0,0,0,0,0,0,1,1,1,0,1,0,0,1
"damn thing",1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
"damn well",1,2,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
"damnit",5,9,38,21,8,9,8,4,7,7,1,0,0,1,1,1,3,2
"danc",14,8,21,9,3,5,10,47,5,2,0,18,5,0,4,2,2,1
"danc around",0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0
"danger",6,10,3,5,8,6,7,1,5,3,9,4,2,8,3,15,0,3
"dangit",0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,1,1
"daniel",0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,0,0,0
"dare",3,43,3,5,2,1,1,3,1,2,3,1,1,0,1,1,2,0
"dark",8,4,2,6,3,7,7,13,4,5,3,6,3,35,2,8,12,5
"darkest",1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0
"darl",2,1,4,2,2,2,3,3,0,5,3,6,1,1,5,2,0,0
"darn",0,2,0,0,1,0,0,0,2,2,0,0,0,1,1,2,3,0
"dat",0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,2
"data",0,0,0,1,2,1,0,2,1,0,1,0,0,3,1,0,0,0
"date",2,1,3,0,3,1,2,1,6,6,6,1,1,0,1,6,3,1
"daughter",2,13,3,12,3,4,2,4,1,4,0,4,1,0,2,3,3,3
"davi",0,0,5,1,0,1,0,0,0,0,0,4,2,4,0,0,1,0
"david",2,1,6,0,27,0,0,0,0,1,3,2,1,4,3,3,1,0
"dawg",0,0,0,0,0,0,6,0,0,17,0,6,2,1,0,0,0,0
"dawn",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,0
"day",35,74,73,66,83,45,62,53,41,38,29,40,40,37,37,46,15,26
"day ago",1,1,2,1,0,1,3,3,2,0,3,2,1,1,1,1,0,1
"day can",0,0,0,0,4,0,0,1,0,1,0,1,0,1,0,0,0,0
"day come",0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,2,0,0
"day day",0,1,0,2,1,1,3,1,1,0,0,0,3,0,0,0,0,0
"day go",0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2
"day im",0,2,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0
"day just",0,0,1,2,0,0,0,0,1,2,1,0,0,0,1,0,0,0
"day know",1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"day let",1,1,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"day long",0,1,1,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0
"day now",0,2,0,0,1,2,0,0,2,1,1,2,0,1,0,0,0,2
"day oh",0,1,2,4,4,1,0,0,1,1,1,1,1,0,0,2,1,0
"day rememb",0,2,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0
"day school",1,2,1,0,2,1,1,1,0,0,0,0,0,1,0,1,0,0
"day tomorrow",0,1,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0
"day well",0,1,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1
"day yeah",0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"dead",21,39,29,12,7,42,17,13,44,25,11,11,28,18,8,16,7,4
"dead bodi",1,1,8,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
"dead dead",0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
"dead dude",1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"dead now",1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
"dead oh",0,0,0,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0
"dead well",0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"deaf",0,0,0,3,2,0,0,0,0,1,0,0,0,1,1,0,0,0
"deal",1,5,7,20,13,18,21,10,8,17,21,13,7,15,14,21,14,11
"deal big",0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,1
"deal big deal",0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,1
"dealt",0,0,2,0,0,1,3,0,0,2,1,0,2,1,1,4,0,0
"dear",5,11,20,16,10,11,5,13,3,3,2,3,4,2,5,7,0,1
"dear god",0,2,5,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1
"dear mr",0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"death",8,15,11,4,10,16,9,6,13,3,4,12,0,11,4,11,9,1
"debat",0,1,0,27,0,0,0,3,3,0,1,3,0,0,0,5,0,0
"decad",1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"decent",0,0,0,0,3,1,1,3,0,0,0,0,3,1,1,0,1,0
"decid",4,9,6,16,6,6,7,4,6,6,5,4,12,2,10,2,8,3
"decis",1,5,1,1,1,3,3,3,5,1,1,1,2,1,1,1,0,0
"deck",1,1,1,0,1,0,0,0,0,0,0,0,3,1,1,0,0,9
"declar",0,7,2,2,0,2,4,0,1,0,4,0,0,0,2,0,2,0
"decor",3,1,1,4,0,0,2,1,2,0,3,0,2,0,0,0,2,0
"dedic",0,0,0,1,0,1,0,2,0,0,0,1,3,1,2,2,1,0
"dee",2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0
"deed",0,0,0,0,0,4,0,1,1,0,0,1,0,3,0,0,0,0
"deep",2,7,2,5,2,5,7,3,4,4,1,4,2,6,1,10,4,1
"deeper",0,0,0,2,1,0,0,1,0,0,0,2,2,4,0,2,0,0
"deepli",1,0,0,1,1,0,1,0,1,2,1,0,0,4,0,1,0,0
"deer",3,3,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0
"defeat",1,1,0,0,1,1,0,0,3,2,0,1,0,0,1,0,0,0
"defend",1,3,1,1,1,0,1,1,0,4,2,1,2,1,2,1,0,0
"defens",2,13,1,1,0,1,0,0,0,5,1,4,1,0,1,1,5,1
"defin",0,1,0,0,0,0,2,0,0,0,0,1,3,0,0,1,0,1
"definit",2,2,5,2,1,7,1,2,3,1,1,1,12,11,2,7,3,0
"deform",2,2,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0
"degre",1,1,2,0,1,1,0,1,1,2,0,0,0,0,1,1,0,0
"del",0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0
"delay",1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0
"delic",1,1,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"delici",0,1,0,0,2,5,1,0,0,0,0,0,1,1,1,0,1,0
"delight",4,4,3,0,0,0,0,5,0,0,0,0,2,1,0,1,0,0
"deliv",4,0,1,0,1,1,0,2,0,4,1,0,0,2,1,3,0,2
"deliveri",0,1,1,0,2,0,1,0,0,1,0,0,0,0,3,1,1,0
"demand",2,1,2,3,3,3,1,1,2,12,2,0,2,4,2,2,0,0
"democraci",0,0,0,2,1,0,0,2,0,0,1,1,0,0,0,1,0,0
"democrat",2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0
"demon",1,1,9,3,0,0,0,0,5,1,0,0,1,0,0,0,3,4
"deni",0,0,1,5,1,0,0,3,2,0,1,1,1,1,0,8,2,0
"denver",3,12,0,14,11,4,9,4,24,3,3,3,7,10,3,8,2,0
"denver bronco",3,2,0,1,0,0,0,0,1,0,1,0,0,6,0,3,0,0
"depart",0,0,5,2,2,0,4,12,1,2,1,4,2,3,3,2,0,0
"depend",1,0,1,4,1,1,0,1,1,1,0,0,0,1,1,1,0,1
"depress",1,1,1,2,2,0,1,1,7,1,0,0,0,0,3,0,4,1
"depth",0,0,1,3,2,1,1,0,0,0,3,0,0,1,0,3,0,0
"descend",1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0
"describ",0,1,0,1,0,2,1,0,0,1,0,0,1,0,0,1,0,0
"deserv",1,3,2,2,1,4,5,4,4,1,2,8,11,6,4,2,3,2
"design",1,1,1,1,5,3,1,1,1,1,5,0,0,0,3,2,1,2
"desir",0,0,4,1,1,0,2,1,0,0,0,0,0,3,3,0,1,0
"desk",1,1,2,4,2,2,3,1,1,0,3,6,1,1,0,1,0,0
"despair",0,0,0,0,1,0,0,0,0,0,0,2,1,3,0,0,4,1
"desper",4,1,0,3,1,1,0,0,1,1,0,3,1,2,0,1,1,1
"dessert",0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,0,1,0
"destroy",4,6,12,14,7,6,4,13,3,7,3,3,5,8,4,2,3,1
"destroy town",1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0
"destroy world",0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
"destruct",1,1,0,0,1,9,1,3,0,2,0,1,1,4,1,0,0,0
"detail",0,0,2,2,1,1,1,0,1,1,0,0,0,1,0,1,1,0
"detect",0,1,0,0,2,0,29,12,0,2,1,1,2,0,4,0,1,3
"detent",1,4,0,3,0,0,3,0,0,1,0,6,0,0,0,0,1,0
"determin",1,0,0,2,1,2,1,0,6,1,3,0,3,0,0,1,0,1
"devast",1,0,1,0,0,0,2,1,1,0,0,0,1,2,2,1,0,0
"develop",0,1,2,2,0,1,0,4,2,3,3,3,1,4,4,0,1,1
"devic",2,3,0,12,5,3,1,0,16,1,7,1,1,1,7,1,3,0
"devil",3,2,3,3,1,1,0,3,0,1,1,0,1,0,0,1,0,8
"diabet",0,1,0,1,0,0,0,0,0,0,0,8,1,0,0,2,2,7
"diagnos",0,0,0,2,1,0,1,0,1,0,1,2,0,0,1,0,0,0
"dial",1,1,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0
"diamond",6,0,0,1,0,0,0,0,0,0,1,11,0,2,0,7,0,0
"diarrhea",1,1,1,0,1,1,1,0,0,3,0,0,0,0,1,8,0,0
"dick",2,27,4,3,0,4,10,1,0,4,1,15,16,6,17,5,11,16
"dick oh",1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"dickfac",0,0,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0
"dickhead",0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0
"dickhol",0,2,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0
"didnt",38,62,55,54,66,70,56,59,48,40,46,25,36,21,46,38,23,42
"didnt anyth",1,0,1,3,1,1,0,0,0,0,1,0,2,0,2,0,0,1
"didnt believ",1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
"didnt care",0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"didnt come",0,0,0,1,0,2,2,2,0,2,1,0,1,1,0,0,0,1
"didnt die",0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2,0,0
"didnt even",1,4,1,4,0,2,0,1,2,2,1,1,3,3,0,1,2,1
"didnt even know",0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
"didnt feel",0,0,0,1,0,0,2,1,0,0,0,1,1,0,0,0,0,0
"didnt find",0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"didnt get",4,0,3,0,5,2,4,2,0,0,1,1,0,0,1,1,1,1
"didnt give",1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"didnt hear",0,1,0,0,2,1,0,2,1,2,1,0,0,0,1,2,0,0
"didnt just",1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,0
"didnt know",1,6,7,4,6,3,3,6,4,0,0,0,1,2,3,1,1,4
"didnt like",0,0,0,2,0,0,0,2,0,1,2,0,1,1,0,0,1,0
"didnt make",1,0,1,1,2,4,1,0,2,0,0,3,0,0,3,0,1,0
"didnt mean",2,1,1,2,5,2,1,2,2,3,1,1,1,0,2,1,1,0
"didnt realiz",0,0,2,0,4,1,1,2,0,0,1,0,1,1,1,0,0,1
"didnt realli",1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
"didnt say",1,2,2,1,5,1,2,2,0,1,3,1,1,0,1,3,1,2
"didnt say anyth",0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,3,0,1
"didnt see",0,3,2,2,3,1,0,0,0,0,1,4,2,1,3,2,1,2
"didnt show",1,0,2,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0
"didnt take",0,1,1,0,2,0,0,0,2,0,0,0,0,0,2,0,0,1
"didnt tell",1,0,2,1,4,5,0,1,1,1,1,0,1,0,2,1,0,2
"didnt think",0,5,0,4,2,7,1,3,2,3,4,0,2,1,1,2,1,1
"didnt understand",1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2
"didnt wanna",0,1,2,0,0,3,1,1,0,1,3,1,0,2,0,1,0,0
"didnt want",2,0,1,4,1,2,1,1,5,1,1,1,1,0,0,1,2,4
"didnt well",0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0
"didnt work",0,3,0,2,2,1,4,1,0,0,0,0,0,0,1,1,1,1
"die",23,46,29,41,35,36,25,41,33,36,25,31,30,20,14,28,12,20
"die die",1,2,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0
"die dont",0,0,1,2,0,1,1,0,2,1,1,2,1,1,0,0,0,0
"die go",1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0
"die im",1,2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0
"die now",0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
"die oh",1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"die right",1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
"die sin",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0
"die well",1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0
"die yeah",0,0,1,3,1,1,3,1,1,0,0,0,0,0,0,0,0,1
"die yes",0,2,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"diet",2,0,0,7,0,2,0,0,0,0,2,0,0,0,2,6,0,2
"differ",8,10,14,14,10,29,12,9,14,9,9,11,9,11,14,9,13,10
"difficult",2,4,4,4,3,5,1,0,4,2,3,2,3,1,4,0,2,1
"dig",4,1,11,1,1,1,0,3,2,6,4,2,1,1,0,0,1,2
"digit",4,0,1,0,0,5,0,0,0,0,1,3,0,0,0,0,0,1
"ding",0,1,16,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1
"dinner",6,21,3,12,2,3,4,7,6,5,6,6,1,6,10,4,3,2
"dinner tonight",1,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0
"dip",0,1,2,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
"direct",5,2,3,2,4,7,3,4,3,2,2,5,2,3,5,6,5,5
"director",0,4,1,1,1,9,0,0,0,1,0,2,1,0,0,4,1,0
"dirt",0,1,0,3,2,0,0,1,0,0,3,0,0,0,0,1,0,1
"dirti",9,2,2,0,4,4,2,4,5,0,2,0,2,2,2,3,3,0
"disabl",0,0,0,2,5,3,2,3,0,1,2,1,3,1,0,0,0,1
"disagre",0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
"disappear",0,1,0,2,1,2,0,3,0,3,0,2,2,1,1,0,0,0
"disappoint",1,3,1,1,0,0,0,0,0,1,0,3,0,1,0,1,1,2
"disast",2,0,1,0,0,0,0,1,1,1,2,1,0,6,0,1,1,0
"disciplin",0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"discov",2,4,4,1,1,8,1,1,2,5,1,1,4,2,0,0,4,3
"discoveri",1,1,3,0,0,1,0,0,0,1,0,0,1,0,0,2,2,0
"discrimin",0,0,0,1,3,3,1,1,2,0,2,0,0,2,0,0,0,0
"discuss",1,1,1,3,1,3,2,0,2,2,1,3,0,4,1,0,3,3
"diseas",2,10,1,0,24,3,1,0,22,0,4,10,2,6,6,3,0,0
"diseas call",0,0,0,0,1,0,0,0,1,0,1,0,0,1,3,0,0,0
"disfigur",0,1,0,0,0,5,0,0,0,0,1,1,0,0,1,0,0,0
"disguis",0,0,0,0,1,1,1,0,2,0,0,2,1,0,0,1,2,1
"disgust",3,2,1,3,0,2,0,0,1,0,2,0,7,7,0,1,0,0
"dish",2,4,1,2,0,0,2,5,1,0,1,0,0,2,1,0,0,0
"disney",0,0,0,0,0,0,1,0,0,0,0,1,14,1,0,5,1,0
"disord",0,3,0,10,0,2,0,0,0,0,3,0,0,0,2,0,0,0
"dispers",0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"distanc",0,1,1,1,1,2,0,0,0,0,1,0,0,1,0,0,1,0
"distant",0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,0,0
"distinct",1,1,4,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
"distract",0,0,3,1,0,2,0,0,0,0,2,2,0,1,2,1,2,1
"disturb",2,3,0,1,2,0,0,0,0,0,1,0,0,3,2,0,1,1
"ditch",2,1,1,0,2,1,4,1,0,0,0,1,0,0,1,0,2,0
"divers",2,1,0,1,0,2,2,0,0,0,5,1,0,0,6,0,0,0
"divid",2,0,0,1,2,0,1,0,0,0,0,1,0,1,5,1,1,0
"divin",1,0,3,1,0,0,0,0,4,1,2,0,0,0,1,2,0,0
"dna",9,2,1,0,0,0,0,1,1,0,1,2,0,1,0,0,1,0
"doc",1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
"doctor",5,11,15,13,18,7,11,14,23,4,6,13,11,14,10,3,0,0
"doctor can",0,2,0,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0
"doctor doctor",0,0,0,1,2,0,0,1,2,0,0,0,0,1,0,0,0,0
"doctor im",0,0,0,0,2,0,1,1,2,0,0,1,2,0,0,0,0,0
"doctor say",1,1,0,0,1,1,1,0,0,1,0,1,0,0,2,0,0,0
"document",0,1,3,1,0,15,4,0,0,1,0,1,0,0,1,0,0,0
"doesnt",24,43,49,33,26,32,33,25,24,41,40,27,35,25,40,44,15,28
"doesnt belong",0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1
"doesnt care",1,0,1,0,1,0,0,2,1,3,0,0,1,1,0,1,0,2
"doesnt come",0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0
"doesnt even",1,2,2,0,0,0,2,0,0,2,1,0,1,0,1,4,3,1
"doesnt get",1,2,5,0,1,1,0,0,1,1,0,3,1,0,0,0,0,1
"doesnt know",2,0,1,0,2,0,1,2,2,0,1,0,2,1,1,1,0,1
"doesnt like",1,0,1,0,0,1,0,0,1,1,0,1,1,0,2,1,0,1
"doesnt look",3,1,4,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1
"doesnt make",0,9,3,1,3,0,6,1,0,2,6,2,5,3,4,1,0,2
"doesnt make sens",0,6,2,1,3,0,2,1,0,2,2,1,4,2,3,0,0,1
"doesnt matter",1,6,3,5,3,3,2,2,1,2,8,5,4,5,5,9,1,5
"doesnt mean",2,1,2,4,5,3,2,1,0,4,4,0,6,2,3,5,2,1
"doesnt need",0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0
"doesnt realli",0,0,3,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0
"doesnt seem",2,0,1,2,0,1,0,1,2,3,3,0,1,0,4,1,0,3
"doesnt seem like",0,0,0,1,0,0,0,0,1,1,2,0,1,0,1,0,0,0
"doesnt seem right",1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
"doesnt sound",1,1,0,0,0,0,1,0,0,0,0,0,0,2,7,0,0,1
"doesnt wanna",0,0,0,0,0,1,1,1,0,0,0,3,0,0,1,1,0,2
"doesnt want",0,1,1,2,1,2,1,0,0,1,1,0,0,3,0,0,0,0
"doesnt work",1,0,0,2,1,3,1,0,0,2,0,0,0,1,0,1,1,1
"dog",39,12,1,5,22,8,9,9,3,11,1,1,6,5,8,7,0,4
"doh",0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,2
"doin",4,5,6,19,8,14,7,9,9,5,6,5,10,4,7,5,5,2
"doin just",0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"doll",0,19,14,0,1,7,21,1,0,2,1,0,0,1,3,0,4,0
"dollar",8,25,10,38,69,28,40,41,32,1,7,20,20,5,12,14,2,10
"dollar can",0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0
"dollar just",0,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1
"dollar oh",0,0,0,2,0,1,3,2,0,0,0,0,1,0,0,0,0,0
"dollar right",0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0
"dollar well",0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"dollar worth",0,0,0,1,0,1,0,1,0,0,0,0,1,1,2,0,0,0
"dollar yeah",0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
"dolphin",8,0,0,0,0,0,0,0,18,0,0,0,19,1,3,0,0,0
"domin",1,1,1,1,0,0,2,0,0,12,2,0,0,2,0,0,0,1
"don",0,0,0,0,0,3,1,1,1,1,0,2,0,0,0,7,0,0
"donat",2,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,1
"done",11,28,20,17,16,41,20,22,23,19,24,25,19,22,23,26,17,15
"done im",0,1,0,0,0,0,1,3,1,0,0,0,1,1,1,0,0,0
"done know",0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"done lot",0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"done now",0,2,1,0,0,1,0,3,0,0,1,2,0,0,0,0,0,0
"done oh",0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
"done well",0,1,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"dong",0,1,13,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0
"donkey",0,1,1,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0
"donor",0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"donovan",0,0,0,1,0,0,0,2,0,0,1,0,0,1,3,2,0,1
"dont",222,371,357,378,285,298,274,214,217,215,253,231,189,233,228,224,155,180
"dont actual",1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"dont anyth",0,0,2,1,0,1,0,0,0,2,0,0,2,0,0,0,0,4
"dont ask",0,1,1,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0
"dont believ",4,3,4,5,2,6,1,3,5,4,1,1,0,3,0,3,1,1
"dont belong",0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0
"dont blame",0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,2,0
"dont break",0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"dont call",3,2,7,6,3,1,4,2,1,2,0,3,2,0,2,0,0,0
"dont care",1,8,5,10,16,3,12,7,2,2,2,8,10,4,8,7,7,7
"dont care dont",0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0
"dont care just",0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"dont chang",0,1,0,2,0,2,0,0,0,0,14,0,0,0,0,1,0,0
"dont choic",0,0,1,2,1,1,2,3,0,4,3,2,0,1,0,4,0,0
"dont come",0,3,1,3,2,0,1,0,5,1,1,1,3,1,3,0,0,0
"dont cri",0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0
"dont dont",1,0,0,3,2,1,1,1,1,1,3,1,1,2,1,2,1,1
"dont drink",1,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
"dont eat",0,2,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1
"dont even",5,9,4,12,1,8,7,8,3,2,3,3,6,6,5,8,5,8
"dont even care",0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"dont even know",3,0,2,7,0,2,6,5,1,1,1,1,4,2,3,1,2,5
"dont even like",1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"dont even understand",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2
"dont ever",2,0,2,0,0,3,3,0,1,1,3,2,0,4,2,0,0,1
"dont fart",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"dont feel",3,7,2,1,3,4,2,2,0,1,2,1,0,1,1,1,0,0
"dont feel like",1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0
"dont find",0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0
"dont follow",0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"dont forget",1,4,3,5,10,5,0,1,3,2,1,3,2,3,2,2,0,3
"dont fuck",2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
"dont get",9,10,8,5,7,7,5,5,7,12,22,10,10,12,12,4,6,9
"dont give",1,5,1,3,0,3,2,2,4,1,2,1,5,2,2,11,2,1
"dont give crap",0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0
"dont go",7,4,8,5,5,5,3,4,0,3,3,2,1,3,4,1,3,1
"dont guy",0,3,0,2,1,3,2,2,0,0,0,1,1,1,0,0,0,2
"dont hate",0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"dont hurt",1,0,0,0,1,2,1,1,0,0,0,1,0,1,1,0,0,0
"dont just",2,8,9,5,2,2,4,2,4,3,3,0,2,1,1,6,1,4
"dont just tell",0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1
"dont kid",0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
"dont kill",1,0,0,1,0,0,1,1,3,1,0,0,0,1,1,3,0,0
"dont know",29,57,65,66,43,55,38,24,39,24,32,33,30,37,35,34,18,29
"dont know anyth",0,0,0,1,1,0,0,4,1,1,3,0,0,1,0,0,1,0
"dont know can",0,0,0,1,1,1,0,1,2,0,1,0,4,1,2,0,1,2
"dont know dont",1,1,2,4,3,2,1,0,1,0,0,0,0,0,0,0,0,1
"dont know dude",2,1,3,2,1,2,0,0,1,1,0,0,0,0,1,0,0,0
"dont know els",0,2,0,2,0,4,0,0,0,1,1,1,0,1,2,1,1,0
"dont know ever",0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"dont know go",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2
"dont know got",0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0
"dont know guy",0,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"dont know hell",2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"dont know im",0,1,2,5,1,2,0,1,2,1,0,1,0,3,1,1,1,1
"dont know just",0,2,1,2,0,1,0,1,1,0,1,1,1,1,1,2,0,1
