"Character" "Season" "Episode"
" Two San Francisco boys
" "10" "02"
" San Francisco Man
" "10" "02"
" Stan
" "10" "03"
" Kyle
" "10" "03"
" Cartman
" "10" "03"
" Kenny
" "10" "03"
" The Marshes
" "10" "03"
" The Stotches
" "10" "03"
" Jimbo
" "10" "03"
" The Broflovskis
" "10" "03"
" Mr. Mackey
" "10" "03"
" Mrs. Garrison
" "10" "03"
" Principal Victoria
" "10" "03"
" Mayor McDaniels
" "10" "03"
" News 4 Anchor Tom
" "10" "03"
" Wendy
" "10" "03"
" SNN Anchor
" "10" "03"
" FOX President and other executives
" "10" "03"
" Professor Thomas
" "10" "03"
" State Trooper
" "10" "03"
" Dylan and Sarah
" "10" "03"
" President Bush
" "10" "03"
" Announcer
" "10" "03"
"Kyle
" "10" "04"
"Cartman
" "10" "04"
"Announcer
" "10" "04"
"SNN Anchor
" "10" "04"
"Professor Thomas
" "10" "04"
"Terrance
" "10" "04"
"Phillip
" "10" "04"
"Mohammad (Canadian voice)
" "10" "04"
"Network President
" "10" "04"
"FOX President (Doug)
" "10" "04"
"FOX Executives
" "10" "04"
"Miss Travis, Receptionist
" "10" "04"
"Bart Simpson
" "10" "04"
"Al-Zawahri
" "10" "04"
"Osama bin Laden
" "10" "04"
"Trucker
" "10" "04"
"President Bush
" "10" "04"
"Reporters, including ones from TCO and LSX
" "10" "04"
"Mitchell
" "10" "04"
"Woman and fellow Programmers
" "10" "04"
"Family Guy: The Griffins
Peter
Lois
" "10" "04"
"Peter
" "10" "04"
"Lois
" "10" "04"
"Waiter
" "10" "04"
"Gary Coleman
" "10" "04"
"Al-Qaeda Films
Americans
President Bush
Jesus
" "10" "04"
"Americans
" "10" "04"
"President Bush
" "10" "04"
"Jesus
" "10" "04"
"Mr. Steven McTowelie
" "10" "05"
"Joint
" "10" "05"
"Oprah Winfrey
" "10" "05"
"Oprah's Aides
" "10" "05"
"Mingie and Gary, Oprah's private parts.
" "10" "05"
"Book Publishers
" "10" "05"
"Oprah Audience Members/Fans/Hostages
" "10" "05"
"Waiter Chris
" "10" "05"
"Head Waiter
" "10" "05"
"Diner
" "10" "05"
"Butler Dimitri
" "10" "05"
"Geraldo Rivera
" "10" "05"
"Larry King
" "10" "05"
"White Protesters
" "10" "05"
"Latino Protesters
" "10" "05"
"Chicago Police Officer
" "10" "05"
"Chicago SWAT Officers
" "10" "05"
"Lt. Nelson
" "10" "05"
"O'Reilly
" "10" "05"
"Detective
" "10" "05"
"Stan
" "10" "06"
"Kyle
" "10" "06"
"Cartman
" "10" "06"
"Kenny
" "10" "06"
"Butters
" "10" "06"
"Mr. Mackey
" "10" "06"
"Randy Marsh
" "10" "06"
"Al Gore
" "10" "06"
"Tour Guides
" "10" "06"
"Tour Group
" "10" "06"
"Woman in the Tour Group
" "10" "06"
"Firemen
" "10" "06"
"Rangers
" "10" "06"
"Police Officer
" "10" "06"
"HBC Reporter
" "10" "06"
"Eric Cartman
" "10" "07"
"Kyle Broflovski
" "10" "07"
"Stan Marsh
" "10" "07"
"Kenny McCormick
" "10" "07"
"Leopold \"Butters\" Stotch
" "10" "07"
"Jimmy Valmer
" "10" "07"
"Craig Tucker
" "10" "07"
"Mr. Mackey
" "10" "07"
"Liane Cartman
" "10" "07"
"Nanny 911 Nanny Stella
" "10" "07"
"Supernanny Jo
" "10" "07"
"Doctor At Mental Hospital
" "10" "07"
"Cesar Millan
" "10" "07"
"Announcers
" "10" "07"
"Ike Broflovski (photograph)
" "10" "07"
"Sheila Broflovski (photograph)
" "10" "07"
"Gerald Broflovski (photograph)
" "10" "07"
"Stan
" "10" "08"
"Kyle
" "10" "08"
"Cartman
" "10" "08"
"Kenny
" "10" "08"
"Butters
" "10" "08"
"Token
" "10" "08"
"Clyde
" "10" "08"
"Craig
" "10" "08"
"Tweek
" "10" "08"
"Jimmy
" "10" "08"
"Timmy
" "10" "08"
"Jason
" "10" "08"
"Ike
" "10" "08"
"Randy and Sharon Marsh
" "10" "08"
"Liane Cartman
" "10" "08"
"Nelson, fellow geologist
" "10" "08"
"World of Warcraft Support Line Representative and her boss
" "10" "08"
"Blizzard Gaming Entertainment President and his board members, including Jim and Thomas
" "10" "08"
"Best Buy Greeter
" "10" "08"
"World of Warcraft characters
" "10" "08"
" Stan Marsh
" "10" "09"
" Kyle Broflovski
" "10" "09"
" Eric Cartman
" "10" "09"
" Butters Stotch
" "10" "09"
" Clyde Donovan
" "10" "09"
" Leroy
" "10" "09"
" Mrs. Garrison
" "10" "09"
" Mr. Mackey
" "10" "09"
" Principal Victoria
" "10" "09"
" Mr. Adler
" "10" "09"
" Sheila Broflovski
" "10" "09"
" Police Officer
" "10" "09"
" Detective Yates
" "10" "09"
" Roger Donovan
" "10" "09"
" Skeeter
" "10" "09"
" Randy Marsh
" "10" "09"
" Jimbo Kern
" "10" "09"
" Richard Tweak
" "10" "09"
" Frank and Joe Hardly, and their father
" "10" "09"
" Man from 911truth.org
" "10" "09"
" President George Bush
" "10" "09"
" Donald Rumsfeld
" "10" "09"
" Dick Cheney
" "10" "09"
"Stan
" "10" "10"
"Kyle
" "10" "10"
"Cartman
" "10" "10"
"Kenny
" "10" "10"
"Butters
" "10" "10"
"Ike
" "10" "10"
"A Hall Monitor
" "10" "10"
"A school boy
" "10" "10"
"Sheila Broflovski
" "10" "10"
"Det. Yates and fellow officers
" "10" "10"
"Principal Victoria
" "10" "10"
"Mr. Mackey
" "10" "10"
"Car Salesman
" "10" "10"
"Miss Stevenson
" "10" "10"
"Fillmore
" "10" "10"
"Sheila Broflovski
" "10" "10"
"Randy Marsh
" "10" "10"
"Jimbo Kern
" "10" "10"
"Reporter
" "10" "10"
"Lawyer
" "10" "10"
"Print Reporter
" "10" "10"
"Rehab Therapist
" "10" "10"
"Leeroy and Earl
" "10" "10"
"Bellboy, Concierge, Receptionist
" "10" "10"
"Stan
" "10" "11"
"Kyle
" "10" "11"
"Cartman
" "10" "11"
"Butters
" "10" "11"
"Tweek
" "10" "11"
"Jimmy
" "10" "11"
"Stephen and Linda Stotch
" "10" "11"
"Randy Marsh
" "10" "11"
"Satan
" "10" "11"
"Demonius
" "10" "11"
"Zazul
" "10" "11"
"Ted Bundy
" "10" "11"
"Jeffery Dahmer
" "10" "11"
"John Wayne Gacy
" "10" "11"
"George Burns
" "10" "11"
"Ghandi
" "10" "11"
"Princess Diana
" "10" "11"
"Adolf Hitler
" "10" "11"
"Cardinal Mahoney and the Catholic clergy
" "10" "11"
"Biggie Smalls
" "10" "11"
"Steve Irwin
" "10" "11"
"Frank Sinatra
" "10" "11"
"Napoleon Bakery staff
" "10" "11"
"Airline ticket agent
" "10" "11"
"Guests at Hell On Earth 2006
" "10" "11"
"Stan Marsh
" "10" "12"
"Kyle Broflovski
" "10" "12"
"Eric Cartman
" "10" "12"
"Kenny McCormick
" "10" "12"
"Butters/Professor Chaos
" "10" "12"
"Dougie/General Disarray
" "10" "12"
"Liane Cartman
" "10" "12"
"Linda Stotch
" "10" "12"
"Mrs. Garrison
" "10" "12"
"Principal Victoria
" "10" "12"
"Mr. Mackey
" "10" "12"
"Richard Dawkins, evolutionary scientist
" "10" "12"
"EV Games clerk
" "10" "12"
"Mr. Triscotti and daughter
" "10" "12"
"Shvek, a medic, an analyst, and the Unified Atheist League
" "10" "12"
"The United Atheist Alliance
" "10" "12"
"The Allied Atheist Allegiance
" "10" "12"
"Kyle
" "10" "13"
"Cartman
" "10" "13"
"Butters
" "10" "13"
"Mrs. Garrison
" "10" "13"
"Richard Dawkins
" "10" "13"
"Shvek and the UAL
" "10" "13"
"The UAA and its leader, maintenance guy, woman, and tactical officer
" "10" "13"
"Blavius, the sea otters, and the Wise One
" "10" "13"
"Narrator, announcers and singers
" "10" "13"
"K-10/KIT-9/COCKA-3
" "10" "13"
"Boys using the Crank Prank Time Phone
" "10" "13"
"Man from the early 20th century
" "10" "13"
"Stan Marsh
" "10" "14"
"Kyle Broflovski
" "10" "14"
"Mr. Jarvis
" "10" "14"
"Tow Truck Driver
" "10" "14"
"Judge
" "10" "14"
"Park County Pee Wee Players
" "10" "14"
"Adams County Pee Wee Players
" "10" "14"
"Gavin Throttle, Adams County Coach
" "10" "14"
"Randy Marsh
" "10" "14"
"Sharon Marsh
" "10" "14"
"Denver Goalie
" "10" "14"
"Announcers
" "10" "14"
"Jack Brown and Mrs. Brown
" "10" "14"
"Nelson Brown
" "10" "14"
"Dr. Doctor
" "10" "14"
"NHL Official
" "10" "14"
"The Colorado Avalanche
" "10" "14"
"Mike Babcock and his Father
" "10" "14"
" Stan Marsh
" "11" "01"
" Kyle Broflovski
" "11" "01"
" Eric Cartman
" "11" "01"
" Token Black
" "11" "01"
" Butters Stotch
" "11" "01"
" Craig Tucker
" "11" "01"
" Principal Victoria
" "11" "01"
" Mr. Mackey
" "11" "01"
" Randy Marsh
" "11" "01"
" Sharon Marsh
" "11" "01"
" Stephen Stotch
" "11" "01"
" Jimbo Kern
" "11" "01"
" Announcer
" "11" "01"
" Pat Sajak
" "11" "01"
" Jesse Jackson
" "11" "01"
" Brian, Jesse Jackson's cameraman
" "11" "01"
" Coyote Brown, Laugh Factory Comedian
" "11" "01"
" Man 2, at the Laugh Factory
" "11" "01"
" Man 3, on the sidewalk
" "11" "01"
" Black Man in convention audience
" "11" "01"
" Rednecks - Skeeter, driver, and passenger
" "11" "01"
" Michael Richards
" "11" "01"
" Mark Fuhrman
" "11" "01"
" Scott, an N-word guy
" "11" "01"
" U.S. Senators
" "11" "01"
" Mr. Nelson
" "11" "01"
" Woman at the gym
" "11" "01"
" Convenience Store Clerk
" "11" "01"
" Three Kids
" "11" "01"
" Field Reporter
" "11" "01"
"Stan Marsh
" "11" "02"
"Kyle Broflovski
" "11" "02"
"Eric Cartman
" "11" "02"
"Butters Stotch
" "11" "02"
"Kenny McCormick
" "11" "02"
"Bebe Stevens
" "11" "02"
"Clyde Donovan
" "11" "02"
"Mr. Mackey
" "11" "02"
"Father Maxi
" "11" "02"
"Det. Yates
" "11" "02"
"Liane Cartman
" "11" "02"
"Stephen Stotch
" "11" "02"
"Linda Stotch
" "11" "02"
"Mrs. Garrison
" "11" "02"
"Sheila Broflovski
" "11" "02"
"Camp New Grace
A counselor
Bradley
Campers
Director
Leader
Pastor Phillips
Staffer
" "11" "02"
"A counselor
" "11" "02"
"Bradley
" "11" "02"
"Campers
" "11" "02"
"Director
" "11" "02"
"Leader
" "11" "02"
"Pastor Phillips
" "11" "02"
"Staffer
" "11" "02"
"Stan Marsh
" "11" "03"
"Kyle Broflovski
" "11" "03"
"Eric Cartman
" "11" "03"
"Kenny McCormick
" "11" "03"
"Butters Stotch
" "11" "03"
"Clyde Donovan
" "11" "03"
"Craig Tucker
" "11" "03"
"Bebe Stevens
" "11" "03"
"Jimmy Valmer
" "11" "03"
"Red
" "11" "03"
"Token Black
" "11" "03"
"Mrs. Garrison
" "11" "03"
"Doctor
" "11" "03"
"Nurse
" "11" "03"
"Girl
" "11" "03"
"Lead Screener
" "11" "03"
"Lice, including Travis Mayfield, Kelly, President, Vice President
" "11" "03"
"Agent
" "11" "03"
"Angelina Jolie
" "11" "03"
"Stan Marsh
" "11" "04"
"Kyle Broflovski
" "11" "04"
"Eric Cartman
" "11" "04"
"Butters Stotch
" "11" "04"
"Mrs. Garrison
" "11" "04"
"Principal Victoria
" "11" "04"
"Mayor McDaniels
" "11" "04"
"Officer Barbrady
" "11" "04"
"Police Officer
" "11" "04"
"Baahir and his parents, the Hakeems
" "11" "04"
"Hillary Clinton
" "11" "04"
"Clinton Aides
" "11" "04"
"Brian
" "11" "04"
"Otis
" "11" "04"
"Driver
" "11" "04"
"CIA Agents
" "11" "04"
"ATF Leader
" "11" "04"
"George W. Bush
" "11" "04"
"Chase
" "11" "04"
"Chris
" "11" "04"
"EOD Leader
" "11" "04"
"FBI Leader
" "11" "04"
"Female Agents
" "11" "04"
"Female Aides
" "11" "04"
"Head Agent
" "11" "04"
"Hildog Fan
" "11" "04"
"CIA Leader, Mr. Thompson
" "11" "04"
"Mr. Waters
" "11" "04"
"Nelson
" "11" "04"
"CIA Leader 2
" "11" "04"
"CIA Vice Head
" "11" "04"
"Secret Service Leader
" "11" "04"
"Vladimir and other terrorists
" "11" "04"
"Queen Elizabeth II
" "11" "04"
"Captain
" "11" "04"
"Soldier
" "11" "04"
"Stan Marsh
" "11" "05"
"Kyle Broflovski
" "11" "05"
"Eric Cartman
" "11" "05"
"Randy Marsh
" "11" "05"
"Sharon Marsh
" "11" "05"
"Marvin Marsh
" "11" "05"
"The Hare Club For Men
Easter Bunny
Nelson
Nick Donovan
" "11" "05"
"Easter Bunny
" "11" "05"
"Nelson
" "11" "05"
"Nick Donovan
" "11" "05"
"Easter Bunny Aide
" "11" "05"
"Teabag and his Butler
" "11" "05"
"Bill Donohue and his ninjas
" "11" "05"
"Jesus Christ
" "11" "05"
"Pope Benedict
" "11" "05"
"Italian Cardinal
" "11" "05"
"Cardinal
" "11" "05"
"Crowd At St. Peter's
" "11" "05"
"Tourist
" "11" "05"
"Announcer
" "11" "05"
"Reporter
" "11" "05"
"Singer
" "11" "05"
"Stan Marsh
" "11" "06"
"Kyle Broflovski
" "11" "06"
"Eric Cartman
" "11" "06"
"Kenny McCormick
" "11" "06"
"Butters Stotch
" "11" "06"
"Jimmy Valmer
" "11" "06"
"Clyde Donovan
" "11" "06"
"Mrs. Garrison
" "11" "06"
"Mayor McDaniels
" "11" "06"
"Laborers
" "11" "06"
"Lesbians
Allyson
Katie
Linda
Patty
Tracy
" "11" "06"
"Allyson
" "11" "06"
"Katie
" "11" "06"
"Linda
" "11" "06"
"Patty
" "11" "06"
"Tracy
" "11" "06"
"Xerxes
" "11" "06"
"Emir
" "11" "06"
"Persians
" "11" "06"
"Anchor
" "11" "06"
"Stan Marsh
" "11" "07"
"Kyle Broflovski
" "11" "07"
"Eric Cartman
" "11" "07"
"Kenny McCormick
" "11" "07"
"Butters Stotch
" "11" "07"
"Clyde Donovan
" "11" "07"
"Randy Marsh
" "11" "07"
"Jimbo Kern
" "11" "07"
"Gerald Broflovski
" "11" "07"
"Stephen Stotch
" "11" "07"
"Linda Stotch
" "11" "07"
"Mayor McDaniels
" "11" "07"
"Mayor's Aide
" "11" "07"
"Mr. Mackey
" "11" "07"
"Mr. Valmer
" "11" "07"
"Mrs. Testaburger
" "11" "07"
"Steve Garrett
" "11" "07"
"Glen
" "11" "07"
"Homeless Advisor
" "11" "07"
"Chris Swollenballs
" "11" "07"
"Dennis from Evergreen
" "11" "07"
"Man 2
" "11" "07"
"Christine from Evergreen
" "11" "07"
"A Man
" "11" "07"
"A Woman
" "11" "07"
"Announcer
" "11" "07"
"Backup Singers
" "11" "07"
"Kyle Broflovski
" "11" "08"
"Eric Cartman
" "11" "08"
"Craig Tucker
" "11" "08"
"Butters Stotch
" "11" "08"
"Patty Nelson
" "11" "08"
"Gerald Broflovski
" "11" "08"
"Sheila Broflovski
" "11" "08"
"Liane Cartman
" "11" "08"
"Mr. Mackey
" "11" "08"
"Mrs. Garrison
" "11" "08"
"Principal Victoria
" "11" "08"
"Mr. Donaldson
" "11" "08"
"Blonde Girl
" "11" "08"
"Brunette
" "11" "08"
"Teen Boy
" "11" "08"
"Thomas and his mom
" "11" "08"
"Clerk, and a man at Toy Safari
" "11" "08"
"Doctor
" "11" "08"
"Chris Hansen
" "11" "08"
"HotForBoys219 and other pedophiles
" "11" "08"
"Randy Marsh
" "11" "09"
"Gerald Broflovski
" "11" "09"
"Jimbo Kern
" "11" "09"
"Skeeter
" "11" "09"
"Stephen Stotch
" "11" "09"
"Stuart McCormick
" "11" "09"
"Sharon Marsh
" "11" "09"
"Shelly Marsh
" "11" "09"
"Stan Marsh
" "11" "09"
"Dr. Doctor and Assistant
" "11" "09"
"Broloff
" "11" "09"
"Chubby Official
" "11" "09"
"Third Official
" "11" "09"
"Bono
" "11" "09"
"Butler
" "11" "09"
"Anchorman
" "11" "09"
"Female Anchor
" "11" "09"
"M. C.
" "11" "09"
"Man
" "11" "09"
"Secretary
" "11" "09"
"Senator
" "11" "09"
"Stan Marsh
" "11" "10"
"Kyle Broflovski 
" "11" "10"
"Eric Cartman 
" "11" "10"
"Butters Stotch
" "11" "10"
"Kenny McCormick
" "11" "10"
"Bebe Stevens
" "11" "10"
"Red
" "11" "10"
"Clyde Donovan 
" "11" "10"
"Craig Tucker
" "11" "10"
"Jimmy
" "11" "10"
"Token Black
" "11" "10"
"Jason
" "11" "10"
"Sheila Broflovski
" "11" "10"
"Gerald Broflovski
" "11" "10"
"Sharon Marsh
" "11" "10"
"Linda Stotch
" "11" "10"
"Stephen Stotch
" "11" "10"
"Citizens of Imaginationland
" "11" "10"
"The Pentagon
General
Specialist
Man 1
Man 2
Woman 1
" "11" "10"
"General
" "11" "10"
"Specialist
" "11" "10"
"Man 1
" "11" "10"
"Man 2
" "11" "10"
"Woman 1
" "11" "10"
"The Directors
M. Night Shyalaman
Mel Gibson
Michael Bay
" "11" "10"
"M. Night Shyalaman
" "11" "10"
"Mel Gibson
" "11" "10"
"Michael Bay
" "11" "10"
"Miscellaneous
Terrorists
Driver
Judge
" "11" "10"
"Terrorists
" "11" "10"
"Driver
" "11" "10"
"Judge
" "11" "10"
"Stan
" "11" "11"
"Kyle
" "11" "11"
"Cartman
" "11" "11"
"Butters
" "11" "11"
"Steven Stotch
" "11" "11"
"General
" "11" "11"
"Tom
" "11" "11"
"Technicians
" "11" "11"
"Operator
" "11" "11"
"Soldiers
" "11" "11"
"Kurt Russell
" "11" "11"
"Paramedic
" "11" "11"
"Secretary
" "11" "11"
"Guard
" "11" "11"
"Elderly woman
" "11" "11"
"Terrorists
" "11" "11"
"Citizens of Imaginationland
" "11" "11"
"The Council of Nine
Aslan
Glinda
Jesus
Luke Skywalker
Morpheus
Popeye
Zeus
Wonder Woman and Gandalf
" "11" "11"
"Aslan
" "11" "11"
"Glinda
" "11" "11"
"Jesus
" "11" "11"
"Luke Skywalker
" "11" "11"
"Morpheus
" "11" "11"
"Popeye
" "11" "11"
"Zeus
" "11" "11"
"Wonder Woman and Gandalf
" "11" "11"
"The Woodland Critters
Beary Bear
Beavery Beaver
Deery Deer
Rabbity Rabbit
Squirrelly Squirrel
" "11" "11"
"Beary Bear
" "11" "11"
"Beavery Beaver
" "11" "11"
"Deery Deer
" "11" "11"
"Rabbity Rabbit
" "11" "11"
"Squirrelly Squirrel
" "11" "11"
"Stan Marsh
" "11" "12"
"Kyle Broflovski
" "11" "12"
"Eric Cartman 
" "11" "12"
"Butters Stotch
" "11" "12"
"Stephen Stotch
" "11" "12"
"Linda Stotch
" "11" "12"
"The Pentagon
General
Technicians
Tom
Guard 2
Lab Techs
Official
Reporters
" "11" "12"
"General
" "11" "12"
"Technicians
" "11" "12"
"Tom
" "11" "12"
"Guard 2
" "11" "12"
"Lab Techs
" "11" "12"
"Official
" "11" "12"
"Reporters
" "11" "12"
"Citizens of Imaginationland
" "11" "12"
"The Council of Nine
Aslan
Gandalf
Glinda
Jesus Christ
Luke Skywalker
Morpheus
Popeye
Wonder Woman
Zeus
" "11" "12"
"Aslan
" "11" "12"
"Gandalf
" "11" "12"
"Glinda
" "11" "12"
"Jesus Christ
" "11" "12"
"Luke Skywalker
" "11" "12"
"Morpheus
" "11" "12"
"Popeye
" "11" "12"
"Wonder Woman
" "11" "12"
"Zeus
" "11" "12"
"Miscellaneous
Chief Justice
Al Gore
Anchorman Steven
Doctor
Hippies
Mike, guest commentator
" "11" "12"
"Chief Justice
" "11" "12"
"Al Gore
" "11" "12"
"Anchorman Steven
" "11" "12"
"Doctor
" "11" "12"
"Hippies
" "11" "12"
"Mike, guest commentator
" "11" "12"
"Stan Marsh
" "11" "13"
"Kyle Broflovski
" "11" "13"
"Eric Cartman
" "11" "13"
"Butters Stotch
" "11" "13"
"Craig Tucker
" "11" "13"
"Token Black
" "11" "13"
"Jimmy Valmer
" "11" "13"
"Randy Marsh
" "11" "13"
"Sharon Marsh
" "11" "13"
"Brett, store clerk
" "11" "13"
"The Dragon from Heroin Hero
" "11" "13"
"Mick
" "11" "13"
"Older Boy
" "11" "13"
"Younger Boy
" "11" "13"
"Mr. Alex Hart, Producer
" "11" "13"
"Charles Kincade, Manager
" "11" "13"
"Thad Jarvis
" "11" "13"
"Jay Cutler
" "11" "13"
"Male Diner
" "11" "13"
"Guest at Party
" "11" "13"
"Tom Shane
" "11" "13"
"Kyle Broflovski
" "11" "14"
"Stan Marsh  
" "11" "14"
"Eric Cartman
" "11" "14"
"Butters Stotch
" "11" "14"
"Wendy Testaburger
" "11" "14"
"Kenny McCormick
" "11" "14"
"Clyde Donovan
" "11" "14"
"Craig Tucker
" "11" "14"
"Bebe Stevens
" "11" "14"
"Lola
" "11" "14"
"Jenny Simons
" "11" "14"
"Big-Eared Boy
" "11" "14"
"Blond Boy
" "11" "14"
"Blond Girl
" "11" "14"
"Bushy Eyebrows Boy
" "11" "14"
"Fat Girl
" "11" "14"
"Heidi Turner
" "11" "14"
"Milly Larsen
" "11" "14"
"Nelly
" "11" "14"
"Red
" "11" "14"
"Token Black
" "11" "14"
"Yamal
" "11" "14"
"Abraham Lincoln
" "11" "14"
"Gerald Broflovski
" "11" "14"
"Sheila Broflovski
" "11" "14"
"Jerry, True-Value clerk
" "11" "14"
"Betsy Donovan
" "11" "14"
"Stephen Stotch
" "11" "14"
"Linda Stotch
" "11" "14"
"Officer
" "11" "14"
" Stan Marsh
" "12" "01"
" Kyle Broflovski
" "12" "01"
" Eric Cartman
" "12" "01"
" Kenny McCormick
" "12" "01"
" Butters Stotch
" "12" "01"
" Clyde Donovan
" "12" "01"
" Jimmy Valmer
" "12" "01"
" Liane Cartman
" "12" "01"
" Sheila Broflovski
" "12" "01"
" Mr. Mackey
" "12" "01"
" Principal Victoria
" "12" "01"
" Dentist
" "12" "01"
" Doctor
" "12" "01"
" Dr. Doctor
" "12" "01"
" Anchorman
" "12" "01"
" Driver in Nigeria
" "12" "01"
" Flight Attendant
" "12" "01"
" Delta Airlines Clerk
" "12" "01"
" M.C.
" "12" "01"
" Waitress
" "12" "01"
" Jimmy Buffett
" "12" "01"
" Magic Johnson
" "12" "01"
" Magic's Butler
" "12" "01"
" Mitch and AIDS Research Scientists
" "12" "01"
"Stan Marsh
" "12" "02"
"Kyle Broflovski
" "12" "02"
"Eric Cartman
" "12" "02"
"Butters Stotch
" "12" "02"
"Randy Marsh
" "12" "02"
"Sheila Broflovski
" "12" "02"
"Gerald Broflovski
" "12" "02"
"Jimbo Kern
" "12" "02"
"Hillary Clinton
" "12" "02"
"Barack Obama
" "12" "02"
"Bill and Gill
" "12" "02"
"Bob Summers
" "12" "02"
"Britney Spears
" "12" "02"
"Chris
" "12" "02"
"Clerk
" "12" "02"
"Conductor
" "12" "02"
"David
" "12" "02"
"Doctor
" "12" "02"
"Elderly Man
" "12" "02"
"ET Reporter
" "12" "02"
"Farmer
" "12" "02"
"Female Aide
" "12" "02"
"Guard
" "12" "02"
"Leslie
" "12" "02"
"Male Aide
" "12" "02"
"Male passenger
" "12" "02"
"Manager
" "12" "02"
"Moderator
" "12" "02"
"Mother
" "12" "02"
"Narrator
" "12" "02"
"Officer
" "12" "02"
"Photographers and Paparazzi
" "12" "02"
"Reporter
" "12" "02"
"Robert Pooner
" "12" "02"
"Ron
" "12" "02"
"Sound Engineer
" "12" "02"
"Townsfolk
" "12" "02"
"Tracy
" "12" "02"
"VJ
" "12" "02"
" Stan Marsh
" "12" "03"
" Kyle Broflovski
" "12" "03"
" Bill Allen
" "12" "03"
" Bradley Biggle
" "12" "03"
" Mr. Kitty
" "12" "03"
" Eric Cartman
" "12" "03"
" Butters Stotch
" "12" "03"
" Kenny McCormick
" "12" "03"
" Mr. Mackey
" "12" "03"
" Randy Marsh
" "12" "03"
" Sharon Marsh
" "12" "03"
" Gerald Broflovski
" "12" "03"
" Sheila Broflovski
" "12" "03"
" Jimbo Kern
" "12" "03"
" Craig's Sister
" "12" "03"
" Girl 2's Father
" "12" "03"
" Reporters
" "12" "03"
" Stephen Stotch
" "12" "03"
" Large-breasted Woman
" "12" "03"
" Father (in the hallucinations)
" "12" "03"
"Stan Marsh
" "12" "04"
"Kyle Broflovski
" "12" "04"
"Eric Cartman
" "12" "04"
"Butters Stotch
" "12" "04"
"Craig Tucker
" "12" "04"
"Ike Broflovski
" "12" "04"
"Mr. Mackey
" "12" "04"
"A Nun
" "12" "04"
"Tom the Anchorman
" "12" "04"
"UN Delegates from Britain, Switzerland, France, and Japan
" "12" "04"
"Café 180 Patron
" "12" "04"
"Clerk
" "12" "04"
"Danish Man
" "12" "04"
"Danish Woman
" "12" "04"
"Female Reporter
" "12" "04"
"Reporter
" "12" "04"
"Husband and Wife
" "12" "04"
"Peter Griffin
" "12" "04"
"Internet Stars
" "12" "04"
"Afro Ninja
" "12" "04"
"Chocolate Rain Guy
" "12" "04"
"Chris Crocker
" "12" "04"
"Numa Numa
" "12" "04"
"Star Wars Kid
" "12" "04"
"Tron Guy Canadians
" "12" "04"
"Stephen Abootman and his aides
" "12" "04"
"Terrance & Phillip
" "12" "04"
"Weird Hat Guy
" "12" "04"
"Canadian Woman 1
" "12" "04"
"Canadian Woman 2
" "12" "04"
"Lumberjack 2
" "12" "04"
"Man 1
" "12" "04"
"Man 2
" "12" "04"
"Man 3
" "12" "04"
"Man 4
" "12" "04"
"Border Guard
" "12" "04"
"Stan Marsh
" "12" "05"
"Kyle Broflovski
" "12" "05"
"Eric Cartman
" "12" "05"
"Kenny McCormick
" "12" "05"
"Butters Stotch
" "12" "05"
"Mrs./Mr. Garrison
" "12" "05"
"Principal Victoria
" "12" "05"
"Mr. Mackey
" "12" "05"
"News Reader
" "12" "05"
"Bio Company Doctor
" "12" "05"
"Denver County School board Representatives
" "12" "05"
"Mrs. Miller
" "12" "05"
"Rodriguez
" "12" "05"
"Inner City School Students
" "12" "05"
"Stephen Stotch
" "12" "05"
"Linda Stotch
" "12" "05"
"Scared women
" "12" "05"
"Man in Steam Room
" "12" "05"
"Malita
" "12" "05"
"Sergeant Lou
" "12" "05"
"Detective Mitch Murphy
" "12" "05"
"Other Police officers
" "12" "05"
"Italian Chef
" "12" "05"
"The Penis Mouse
" "12" "05"
"Thompson
" "12" "05"
"Stan Marsh
" "12" "06"
"Kyle Broflovski
" "12" "06"
"Shelly Marsh
" "12" "06"
"Mr. Garrison
" "12" "06"
"Randy Marsh
" "12" "06"
"Sharon Marsh
" "12" "06"
"Gerald Broflovski
" "12" "06"
"Sheila Broflovski
" "12" "06"
"Stephen Stotch
" "12" "06"
"Anchormen and Field Reporter
" "12" "06"
"Townsmen
" "12" "06"
"Transient Men and Old Timer
" "12" "06"
"Motel Clerk
" "12" "06"
"Internet Refugees
" "12" "06"
"Red Cross workers and volunteers
" "12" "06"
"Internet Scientists
" "12" "06"
"General
" "12" "06"
"Amir, Shelly's i-chat partner and online boyfriend
" "12" "06"
"Stan Marsh
" "12" "07"
"Kyle Broflovski
" "12" "07"
"Eric Cartman
" "12" "07"
"Butters Stotch
" "12" "07"
"Kenny McCormick
" "12" "07"
"Wendy Testaburger
" "12" "07"
"Jimmy Valmer
" "12" "07"
"Craig Tucker
" "12" "07"
"Mr. Garrison
" "12" "07"
"Super Phun Thyme Cashier
" "12" "07"
"Clerk
" "12" "07"
"Gunsmith
" "12" "07"
"Murderin' Murphy
" "12" "07"
"PA System
" "12" "07"
"Pioneer Paul
" "12" "07"
"Sheriff McLawdog
" "12" "07"
"Smithy
" "12" "07"
"Pioneer Village Workers (4 men, 2 women)
" "12" "07"
"Domino
" "12" "07"
"Frans
" "12" "07"
"Injured Man
" "12" "07"
"Ohrlich
" "12" "07"
"Walsky
" "12" "07"
